
Qf{tu}‘inside’,Af{wu},Sf{x̱},Qf{tu}Af{wu}Sf{x̱},Qf{tu}Sf{x̱}Af{w}Df{d}Ff{z}If{i},Qf{tu}Sf{x̱}Af{w}Df{d}If{i},Qf{tu}Sf{x̱}Af{w}Ff{s}If{i},Qf{tu}Sf{x̱}Af{w}Df{d}Ef{a},Qf{tu}Sf{x̱}Af{w}Ef{a}df{Ff{s}},Qf{tu}Sf{x̱}Af{w}Ff{s}Ef{a},Qf{tu}Sf{x̱}Af{w}Ef{a}If{a},Qf{tu}Sf{x̱}Af{w}Ef{a},


—,Af{wu},Sf{tu},Af{wu}Sf{tu},Af{wu}Sf{tu}Df{d}Ff{z}If{i},Af{wu}Sf{tu}Df{d}If{i},Af{wu}Sf{tu}Ff{s}If{i},Af{wu}Sf{tu}Df{d}Ef{a},Af{wu}Sf{too}df{Ff{s}},Af{wu}Sf{tu}Ff{s}Ef{a},Af{wu}Sf{tu}If{w}Ef{a},Af{wu}Sf{too},
Qf{a}expletive,Af{wu},Sf{tu},Qf{a}Af{wu}Sf{tu},Qf{a}Af{w}Sf{tu}Df{d}Ff{z}If{i},Qf{a}Af{w}Sf{tu}Df{d}If{i},Qf{a}Af{w}Sf{tu}Ff{s}If{i},Qf{a}Af{w}Sf{tu}Df{d}Ef{a},Qf{a}Af{w}Sf{too}df{Ff{s}},Qf{a}Af{w}Sf{tu}Ff{s}Ef{a},Qf{a}Af{w}Sf{tu}If{w}Ef{a},Qf{a}Af{w}Sf{too},
Qf{ka}qualifier,Af{wu},Sf{tu},Qf{ka}Af{wu}Sf{tu},Qf{ka}Af{w}Sf{tu}Df{d}Ff{z}If{i},Qf{ka}Af{w}Sf{tu}Df{d}If{i},Qf{ka}Af{w}Sf{tu}Ff{s}If{i},Qf{ka}Af{w}Sf{tu}Df{d}Ef{a},Qf{ka}Af{w}Sf{too}df{Ff{s}},Qf{ka}Af{w}Sf{tu}Ff{s}Ef{a},Qf{ka}Af{w}Sf{tu}If{w}Ef{a},Qf{ka}Af{w}Sf{too},
Qf{x̱ʼe}‘mouth’,Af{wu},Sf{tu},Qf{x̱ʼe}Af{wu}Sf{tu},Qf{x̱ʼa}Af{w}Sf{tu}Df{d}Ff{z}If{i},Qf{x̱ʼa}Af{w}Sf{tu}Df{d}If{i},Qf{x̱ʼa}Af{w}Sf{tu}Ff{s}If{i},Qf{x̱ʼa}Af{w}Sf{tu}Df{d}Ef{a},Qf{x̱ʼa}Af{w}Sf{too}df{Ff{s}},Qf{x̱ʼa}Af{w}Sf{tu}Ff{s}Ef{a},Qf{x̱ʼa}Af{w}Sf{tu}If{w}Ef{a},Qf{x̱ʼa}Af{w}Sf{too},
Qf{ji}‘hand’,Af{wu},Sf{tu},Qf{ji}Af{wu}Sf{tu},Qf{ji}Af{w}Sf{tu}Df{d}Ff{z}If{i},Qf{ji}Af{w}Sf{tu}Df{d}If{i},Qf{ji}Af{w}Sf{tu}Ff{s}If{i},Qf{ji}Af{w}Sf{tu}Df{d}Ef{a},Qf{ji}Af{w}Sf{too}df{Ff{s}},Qf{ji}Af{w}Sf{tu}Ff{s}Ef{a},Qf{ji}Af{w}Sf{tu}If{w}Ef{a},Qf{ji}Af{w}Sf{too},
Qf{tu}‘inside’,Af{wu},Sf{tu},Qf{tu}Af{wu}Sf{tu},Qf{tu}Af{w}Sf{tu}Df{d}Ff{z}If{i},Qf{tu}Af{w}Sf{tu}Df{d}If{i},Qf{tu}Af{w}Sf{tu}Ff{s}If{i},Qf{tu}Af{w}Sf{tu}Df{d}Ef{a},Qf{tu}Af{w}Sf{too}df{Ff{s}},Qf{tu}Af{w}Sf{tu}Ff{s}Ef{a},Qf{tu}Af{w}Sf{tu}If{w}Ef{a},Qf{tu}Af{w}Sf{too},


—,Af{wu},Sf{i},Af{wu}Sf{i},Af{y}Sf{i}Df{d}Ff{z}If{i},Af{y}Sf{i}Df{d}If{i},Af{y}Sf{i}Ff{s}If{i},Af{y}Sf{i}Df{d}Ef{a},Af{y}Sf{i}df{Ff{s}},Af{y}Sf{i}Ff{s}Ef{a},Af{y}Sf{e}If{e},Af{y}Sf{i},
—,Af{u},Sf{i},Qf{u}Sf{i},,,,,,,af{Sf{i}}If{y}Ef{a},,
,,,,,,,,,,Af{e}Sf{e}If{y}Ef{a},,
Qf{a}expletive,Af{wu},Sf{i},Qf{a}Af{wu}Sf{i},Qf{a}af{Sf{y}Sf{}}Df{d}Ff{z}If{i},Qf{a}af{Sf{y}Sf{}}Df{d}If{i},Qf{a}af{Sf{y}Sf{}}Ff{s}If{i},Qf{a}af{Sf{y}Sf{}}Df{d}Ef{a},Qf{a}Af{y}Sf{i}df{Ff{s}},Qf{a}af{Sf{y}Sf{}}Ff{s}Ef{a},Qf{}Af{e}Sf{e}If{y}Ef{a},Qf{a}Af{y}Sf{i},
Qf{ka}qualifier,Af{wu},Sf{i},Qf{ka}Af{wu}Sf{i},Qf{ka}af{Sf{y}Sf{}}Df{d}Ff{z}If{i},Qf{ka}af{Sf{y}Sf{}}Df{d}If{i},Qf{ka}af{Sf{y}Sf{}}Ff{s}If{i},Qf{ka}af{Sf{y}Sf{}}Df{d}Ef{a},Qf{ka}Af{y}Sf{i}df{Ff{s}},Qf{ka}af{Sf{y}Sf{}}Ff{s}Ef{a},Qf{k}Af{e}Sf{e}If{y}Ef{a},Qf{ka}Af{y}Sf{i},
Qf{x̱ʼe}‘mouth’,Af{wu},Sf{i},Qf{x̱ʼe}Af{wu}Sf{i},Qf{x̱ʼa}af{Sf{y}Sf{}}Df{d}Ff{z}If{i},Qf{x̱ʼa}af{Sf{y}Sf{}}Df{d}If{i},Qf{x̱ʼa}af{Sf{y}Sf{}}Ff{s}If{i},Qf{x̱ʼa}af{Sf{y}Sf{}}Df{d}Ef{a},Qf{x̱ʼa}Af{y}Sf{i}df{Ff{s}},Qf{x̱ʼa}af{Sf{y}Sf{}}Ff{s}Ef{a},Qf{x̱ʼ}Af{e}Sf{e}If{y}Ef{a},Qf{x̱ʼa}Af{y}Sf{i},
Qf{ji}‘hand’,Af{wu},Sf{i},Qf{ji}Af{wu}Sf{i},Qf{ji}af{Sf{y}Sf{}}Df{d}Ff{z}If{i},Qf{ji}af{Sf{y}Sf{}}Df{d}If{i},Qf{ji}af{Sf{y}Sf{}}Ff{s}If{i},Qf{ji}af{Sf{y}Sf{}}Df{d}Ef{a},Qf{ji}Af{y}Sf{i}df{Ff{s}},Qf{ji}af{Sf{y}Sf{}}Ff{s}Ef{a},Qf{j}Af{e}Sf{e}If{y}Ef{a},Qf{ji}Af{y}Sf{i},
Qf{tu}‘inside’,Af{wu},Sf{i},Qf{tu}Af{wu}Sf{i},Qf{tu}af{Sf{y}Sf{}}Df{d}Ff{z}If{i},Qf{tu}af{Sf{y}Sf{}}Df{d}If{i},Qf{tu}af{Sf{y}Sf{}}Ff{s}If{i},Qf{tu}af{Sf{y}Sf{}}Df{d}Ef{a},Qf{tu}Af{y}Sf{i}df{Ff{s}},Qf{tu}af{Sf{y}Sf{}}Ff{s}Ef{a},Qf{t}Af{e}Sf{e}If{y}Ef{a},Qf{tu}Af{y}Sf{i},


—,Af{wu},Sf{yi},Af{wu}Sf{yi},Af{ye}Sf{ey}Df{d}Ff{z}If{i},Af{ye}Sf{ey}Df{d}If{i},Af{ye}Sf{ey}Ff{s}If{i},Af{ye}Sf{ey}Df{d}Ef{a},Af{ye}Sf{ey}df{Ff{s}},Af{ye}Sf{ey}Ff{s}Ef{a},Af{ye}Sf{e}If{y},Af{ye}Sf{ey},
Qf{a}expletive,Af{wu},Sf{yi},Qf{a}Af{wu}Sf{yi},Qf{a}Af{ye}Sf{ey}Df{d}Ff{z}If{i},Qf{a}Af{ye}Sf{ey}Df{d}If{i},Qf{a}Af{ye}Sf{ey}Ff{s}If{i},Qf{a}Af{ye}Sf{ey}Df{d}Ef{a},Qf{a}Af{ye}Sf{ey}df{Ff{s}},Qf{a}Af{ye}Sf{ey}Ff{s}Ef{a},Qf{a}Af{ye}Sf{e}If{y},Qf{a}Af{ye}Sf{ey},
Qf{ka}qualifier,Af{wu},Sf{yi},Qf{ka}Af{wu}Sf{yi},Qf{ka}Af{ye}Sf{ey}Df{d}Ff{z}If{i},Qf{ka}Af{ye}Sf{ey}Df{d}If{i},Qf{ka}Af{ye}Sf{ey}Ff{s}If{i},Qf{ka}Af{ye}Sf{ey}Df{d}Ef{a},Qf{ka}Af{ye}Sf{ey}df{Ff{s}},Qf{ka}Af{ye}Sf{ey}Ff{s}Ef{a},Qf{ka}Af{ye}Sf{e}If{y},Qf{ka}Af{ye}Sf{ey},
Qf{x̱ʼe}‘mouth’,Af{wu},Sf{yi},Qf{x̱ʼe}Af{wu}Sf{yi},Qf{x̱ʼa}Af{ye}Sf{ey}Df{d}Ff{z}If{i},Qf{x̱ʼa}Af{ye}Sf{ey}Df{d}If{i},Qf{x̱ʼa}Af{ye}Sf{ey}Ff{s}If{i},Qf{x̱ʼa}Af{ye}Sf{ey}Df{d}Ef{a},Qf{x̱ʼa}Af{ye}Sf{ey}df{Ff{s}},Qf{x̱ʼa}Af{ye}Sf{ey}Ff{s}Ef{a},Qf{x̱ʼa}Af{ye}Sf{e}If{y},Qf{x̱ʼa}Af{ye}Sf{ey},
Qf{ji}‘inside’,Af{wu},Sf{yi},Qf{ji}Af{wu}Sf{yi},Qf{ji}Af{ye}Sf{ey}Df{d}Ff{z}If{i},Qf{ji}Af{ye}Sf{ey}Df{d}If{i},Qf{ji}Af{ye}Sf{ey}Ff{s}If{i},Qf{ji}Af{ye}Sf{ey}Df{d}Ef{a},Qf{ji}Af{ye}Sf{ey}df{Ff{s}},Qf{ji}Af{ye}Sf{ey}Ff{s}Ef{a},Qf{ji}Af{ye}Sf{e}If{y},Qf{ji}Af{ye}Sf{ey},
Qf{tu}‘inside’,Af{wu},Sf{yi},Qf{tu}Af{wu}Sf{yi},Qf{tu}Af{ye}Sf{ey}Df{d}Ff{z}If{i},Qf{tu}Af{ye}Sf{ey}Df{d}If{i},Qf{tu}Af{ye}Sf{ey}Ff{s}If{i},Qf{tu}Af{ye}Sf{ey}Df{d}Ef{a},Qf{tu}Af{ye}Sf{ey}df{Ff{s}},Qf{tu}Af{ye}Sf{ey}Ff{s}Ef{a},Qf{tu}Af{ye}Sf{e}If{y},Qf{tu}Af{ye}Sf{ey},


—,Af{wu},Sf{du},Af{wu}Sf{du},Af{wu}Sf{du}Df{d}Ff{z}If{i},⁎,⁎,⁎,Af{wu}Sf{du}df{Ff{s}},⁎,Af{wu}Sf{du}If{w}Ef{a},Af{wu}Sf{du},
Qf{a}expletive,Af{wu},Sf{du},Qf{a}Af{wu}Sf{du},Qf{a}Af{w}Sf{du}Df{d}Ff{z}If{i},⁎,⁎,⁎,Qf{a}Af{w}Sf{du}df{Ff{s}},⁎,Qf{a}Af{w}Sf{du}If{w}Ef{a},Qf{a}Af{w}Sf{du},
Qf{ka}qualifier,Af{wu},Sf{du},Qf{ka}Af{wu}Sf{du},Qf{ka}Af{w}Sf{du}Df{d}Ff{z}If{i},⁎,⁎,⁎,Qf{ka}Af{w}Sf{du}df{Ff{s}},⁎,Qf{ka}Af{w}Sf{du}If{w}Ef{a},Qf{ka}Af{w}Sf{du},
Qf{x̱ʼe}‘mouth’,Af{wu},Sf{du},Qf{x̱ʼe}Af{wu}Sf{du},Qf{x̱ʼa}Af{w}Sf{du}Df{d}Ff{z}If{i},⁎,⁎,⁎,Qf{x̱ʼa}Af{w}Sf{du}df{Ff{s}},⁎,Qf{x̱ʼa}Af{w}Sf{du}If{w}Ef{a},Qf{x̱ʼa}Af{w}Sf{du},
Qf{ji}‘hand’,Af{wu},Sf{du},Qf{ji}Af{wu}Sf{du},Qf{ji}Af{w}Sf{du}Df{d}Ff{z}If{i},⁎,⁎,⁎,Qf{ji}Af{w}Sf{du}df{Ff{s}},⁎,Qf{ji}Af{w}Sf{du}If{w}Ef{a},Qf{ji}Af{w}Sf{du},
Qf{tu}‘inside’,Af{wu},Sf{du},Qf{tu}Af{wu}Sf{du},Qf{tu}Af{w}Sf{du}Df{d}Ff{z}If{i},⁎,⁎,⁎,Qf{tu}Af{w}Sf{du}df{Ff{s}},⁎,Qf{tu}Af{w}Sf{du}If{w}Ef{a},Qf{tu}Af{w}Sf{du},


—,Af{wu},—,Af{wu},Af{wu}Df{d}Ff{z}If{i},Af{wu}Df{d}If{i},Af{wu}Ff{s}If{i},Af{wu}Df{d}Ef{a},Af{wu}df{Ff{s}},Af{wu}Ff{s},Af{wo}If{o},Af{wu},
—,Af{u},—,Af{u},,,,Af{u}Df{d}Ef{a},Af{u}df{Ff{s}},Af{u}Ff{s},Af{u}If{w}Ef{a},Af{u},
Qf{a}arg./expl.,Af{wu},—,Qf{a}Af{wu},Qf{a}Af{m}Df{d}Ff{z}If{i},Qf{a}Af{m}Df{d}If{i},Qf{a}Af{m}Ff{s}If{i},Qf{a}Af{m}Df{d}Ef{a},Qf{a}Af{wu}df{Ff{s}},Qf{a}Af{wu}Ff{s},Qf{a}Af{a}If{w}Ef{a},Qf{a}Af{wu},
Qf{a}arg./expl.,Af{u},—,Qf{a}Af{u},,,,Qf{o}Af{o}Df{d}Ef{a},Qf{o}Af{o}df{Ff{s}},Qf{o}Af{o}Ff{s},Qf{o}Af{o}If{w}Ef{a},Qf{o}Af{o},
Qf{ka}qualifier,Af{wu},—,Qf{ka}Af{wu},Qf{ka}Af{m}Df{d}Ff{z}If{i},Qf{ka}Af{m}Df{d}If{i},Qf{ka}Af{m}Ff{s}If{i},Qf{ka}Af{m}Df{d}Ef{a},Qf{ka}Af{wu}df{Ff{s}},Qf{ka}Af{wu}Ff{s},Qf{ka}Af{a}If{w}Ef{a},Qf{ka}Af{wu},
Qf{x̱ʼe}‘mouth’,Af{wu},—,Qf{x̱ʼe}Af{wu},Qf{x̱ʼa}Af{m}Df{d}Ff{z}If{i},Qf{x̱ʼa}Af{m}Df{d}If{i},Qf{x̱ʼa}Af{m}Ff{s}If{i},Qf{x̱ʼa}Af{m}Df{d}Ef{a},Qf{x̱ʼa}Af{wu}df{Ff{s}},Qf{x̱ʼa}Af{wu}Ff{s},Qf{x̱ʼe}Af{i}If{w}Ef{a},Qf{x̱ʼa}Af{wu},
Qf{ji}‘hand’,Af{wu},—,Qf{ji}Af{wu},Qf{ji}Af{m}Df{d}Ff{z}If{i},Qf{ji}Af{m}Df{d}If{i},Qf{ji}Af{m}Ff{s}If{i},Qf{ji}Af{m}Df{d}Ef{a},Qf{ji}Af{wu}df{Ff{s}},Qf{ji}Af{wu}Ff{s},Qf{je}Af{e}If{w}Ef{a},Qf{ji}Af{wu},
Qf{tu}‘inside’,Af{wu},—,Qf{tu}Af{wu},Qf{tu}Af{m}Df{d}Ff{z}If{i},Qf{tu}Af{m}Df{d}If{i},Qf{tu}Af{m}Ff{s}If{i},Qf{tu}Af{m}Df{d}Ef{a},Qf{tu}Af{wu}df{Ff{s}},Qf{tu}Af{wu}Ff{s},Qf{to}Af{o}If{w}Ef{a},Qf{tu}Af{wu},


—,Af{wu},Sf{x̱},Af{wu}Sf{x̱},Sf{x̱}Af{w}Ef{a}Df{d}Ff{z}If{i},Sf{x̱}Af{w}Ef{a}Df{d}If{i},Sf{x̱}Af{w}Ef{a}Ff{s}If{i},Sf{x̱}Af{w}Ef{a}Df{d}Ef{a},Sf{x̱}Af{w}Ef{a}df{Ff{s}},Sf{x̱}Af{w}Ef{a}Ff{s}Ef{a},Sf{x̱}Af{w}Ef{a}If{a},Sf{x̱}Af{w}Ef{a},
Qf{a}arg/expl.,Af{wu},Sf{x̱},Qf{a}Af{wu}Sf{x̱},Qf{a}Sf{x̱}Af{w}Df{d}Ff{z}If{i},Qf{a}Sf{x̱}Af{w}Df{d}If{i},Qf{a}Sf{x̱}Af{w}Ff{s}If{i},Qf{a}Sf{x̱}Af{w}Df{d}Ef{a},Qf{a}Sf{x̱}Af{w}Ef{a}df{Ff{s}},Qf{a}Sf{x̱}Af{w}Ff{s}Ef{a},Qf{a}Sf{x̱}Af{w}Ef{a}If{a},Qf{a}Sf{x̱}Af{w}Ef{a},
Qf{ka}qualifier,Af{wu},Sf{x̱},Qf{ka}Af{wu}Sf{x̱},Qf{ka}Sf{x̱}Af{w}Df{d}Ff{z}If{i},Qf{ka}Sf{x̱}Af{w}Df{d}If{i},Qf{ka}Sf{x̱}Af{w}Ff{s}If{i},Qf{ka}Sf{x̱}Af{w}Df{d}Ef{a},Qf{ka}Sf{x̱}Af{w}Ef{a}df{Ff{s}},Qf{ka}Sf{x̱}Af{w}Ff{s}Ef{a},Qf{ka}Sf{x̱}Af{w}Ef{a}If{a},Qf{ka}Sf{x̱}Af{w}Ef{a},
Qf{x̱ʼe}‘mouth’,Af{wu},Sf{x̱},Qf{x̱ʼe}Af{wu}Sf{x̱},Qf{x̱ʼa}Sf{x̱}Af{w}Df{d}Ff{z}If{i},Qf{x̱ʼa}Sf{x̱}Af{w}Df{d}If{i},Qf{x̱ʼa}Sf{x̱}Af{w}Ff{s}If{i},Qf{x̱ʼa}Sf{x̱}Af{w}Df{d}Ef{a},Qf{x̱ʼa}Sf{x̱}Af{w}Ef{a}df{Ff{s}},Qf{x̱ʼa}Sf{x̱}Af{w}Ff{s}Ef{a},Qf{x̱ʼa}Sf{x̱}Af{w}Ef{a}If{a},Qf{x̱ʼa}Sf{x̱}Af{w}Ef{a},
Qf{ji}‘hand’,Af{wu},Sf{x̱},Qf{ji}Af{wu}Sf{x̱},Qf{ji}Sf{x̱}Af{w}Df{d}Ff{z}If{i},Qf{ji}Sf{x̱}Af{w}Df{d}If{i},Qf{ji}Sf{x̱}Af{w}Ff{s}If{i},Qf{ji}Sf{x̱}Af{w}Df{d}Ef{a},Qf{ji}Sf{x̱}Af{w}Ef{a}df{Ff{s}},Qf{ji}Sf{x̱}Af{w}Ff{s}Ef{a},Qf{ji}Sf{x̱}Af{w}Ef{a}If{a},Qf{ji}Sf{x̱}Af{w}Ef{a},
Qf{tu}‘inside’,Af{wu},Sf{x̱},Qf{tu}Af{wu}Sf{x̱},Qf{tu}Sf{x̱}Af{w}Df{d}Ff{z}If{i},Qf{tu}Sf{x̱}Af{w}Df{d}If{i},Qf{tu}Sf{x̱}Af{w}Ff{s}If{i},Qf{tu}Sf{x̱}Af{w}Df{d}Ef{a},Qf{tu}Sf{x̱}Af{w}Ef{a}df{Ff{s}},Qf{tu}Sf{x̱}Af{w}Ff{s}Ef{a},Qf{tu}Sf{x̱}Af{w}Ef{a}If{a},Qf{tu}Sf{x̱}Af{w}Ef{a},


—,Af{wu},Sf{tu},Af{wu}Sf{tu},Af{wu}Sf{tu}Df{d}Ff{z}If{i},Af{wu}Sf{tu}Df{d}If{i},Af{wu}Sf{tu}Ff{s}If{i},Af{wu}Sf{tu}Df{d}Ef{a},Af{wu}Sf{too}df{Ff{s}},Af{wu}Sf{tu}Ff{s}Ef{a},Af{wu}Sf{tu}If{w}Ef{a},Af{wu}Sf{too},
Qf{a}expletive,Af{wu},Sf{tu},Qf{a}Af{wu}Sf{tu},Qf{a}Af{m}Sf{tu}Df{d}Ff{z}If{i},Qf{a}Af{m}Sf{tu}Df{d}If{i},Qf{a}Af{m}Sf{tu}Ff{s}If{i},Qf{a}Af{m}Sf{tu}Df{d}Ef{a},Qf{a}Af{m}Sf{too}df{Ff{s}},Qf{a}Af{m}Sf{tu}Ff{s}Ef{a},Qf{a}Af{m}Sf{tu}If{w}Ef{a},Qf{a}Af{m}Sf{too},
Qf{ka}qualifier,Af{wu},Sf{tu},Qf{ka}Af{wu}Sf{tu},Qf{ka}Af{m}Sf{tu}Df{d}Ff{z}If{i},Qf{ka}Af{m}Sf{tu}Df{d}If{i},Qf{ka}Af{m}Sf{tu}Ff{s}If{i},Qf{ka}Af{m}Sf{tu}Df{d}Ef{a},Qf{ka}Af{m}Sf{too}df{Ff{s}},Qf{ka}Af{m}Sf{tu}Ff{s}Ef{a},Qf{ka}Af{m}Sf{tu}If{w}Ef{a},Qf{ka}Af{m}Sf{too},
Qf{x̱ʼe}‘mouth’,Af{wu},Sf{tu},Qf{x̱ʼe}Af{wu}Sf{tu},Qf{x̱ʼa}Af{m}Sf{tu}Df{d}Ff{z}If{i},Qf{x̱ʼa}Af{m}Sf{tu}Df{d}If{i},Qf{x̱ʼa}Af{m}Sf{tu}Ff{s}If{i},Qf{x̱ʼa}Af{m}Sf{tu}Df{d}Ef{a},Qf{x̱ʼa}Af{m}Sf{too}df{Ff{s}},Qf{x̱ʼa}Af{m}Sf{tu}Ff{s}Ef{a},Qf{x̱ʼa}Af{m}Sf{tu}If{w}Ef{a},Qf{x̱ʼa}Af{m}Sf{too},
Qf{ji}‘hand’,Af{wu},Sf{tu},Qf{ji}Af{wu}Sf{tu},Qf{ji}Af{m}Sf{tu}Df{d}Ff{z}If{i},Qf{ji}Af{m}Sf{tu}Df{d}If{i},Qf{ji}Af{m}Sf{tu}Ff{s}If{i},Qf{ji}Af{m}Sf{tu}Df{d}Ef{a},Qf{ji}Af{m}Sf{too}df{Ff{s}},Qf{ji}Af{m}Sf{tu}Ff{s}Ef{a},Qf{ji}Af{m}Sf{tu}If{w}Ef{a},Qf{ji}Af{m}Sf{too},
Qf{tu}‘inside’,Af{wu},Sf{tu},Qf{tu}Af{wu}Sf{tu},Qf{tu}Af{m}Sf{tu}Df{d}Ff{z}If{i},Qf{tu}Af{m}Sf{tu}Df{d}If{i},Qf{tu}Af{m}Sf{tu}Ff{s}If{i},Qf{tu}Af{m}Sf{tu}Df{d}Ef{a},Qf{tu}Af{m}Sf{too}df{Ff{s}},Qf{tu}Af{m}Sf{tu}Ff{s}Ef{a},Qf{tu}Af{m}Sf{tu}If{w}Ef{a},Qf{tu}Af{m}Sf{too},


